0,1,2,3
,"TriCityHerald on Twitter: ""Evacuation order lifted for town of Roosevelt: http://t.co/EDyfo6E2PU http://t.co/M5KxLPKFA1"" / Twitter",,
"Refugio oil spill may have been costlier, bigger than projected - Los Angeles Times",,,
,,,
404 - File or directory not found.,,,
YouTube,,,
,,,
Suicide bomber kills 15 in Saudi security site mosque - Reuters,,,
,"Storm Chasers HQ on Twitter: ""#stormchase Violent Record Breaking EF-5 El Reno, Oklahoma Tornado Nearly Runs Over ... - http://t.co/3SICroAaNz http://t.co/I27Oa0HISp""",,
Two giant cranes holding a bridge collapse into nearby homes,,,
,,,
"M 0.7 - 5km S of Volcano, Hawaii",,,
,,,
Page Unavailable - ABC News,,,
